Year,Source_Currency,To_AUD,To_CAD,To_CHF,To_EUR,To_GBP,To_JPY,To_USD
2022,EUR,1.519350376792361,1.3711854211381356,1.0060503399489826,1.0,0.8548817576019111,138.5446134012875,1.0536538291435975
2022,GBP,1.7839882384901906,1.6100161631341436,1.1812824752031001,1.1768054370335332,1.0,162.67607826963092,1.2371774590932405
2022,JPY,0.011039028556177223,0.00996251769898786,0.0073095834912649486,0.0072818803085114734,0.006211249411900576,1.0,0.007655452544657657
2022,USD,1.4419824944092676,1.3013623480613414,0.9548205607212507,0.9512018089111035,0.8113497374149469,131.48968813969537,1.0
2023,AUD,1.0,0.8968398114611053,0.5972072164568674,0.6145329466222629,0.5345616784149947,93.36766925682534,0.6645984787207383
2023,CAD,1.1161118992751395,1.0,0.6660109539582325,0.6853327668189976,0.5961480765468914,104.12447933821333,0.7411663064589867
2023,CHF,1.6767183850074234,1.5025315217831003,1.0,1.0295652709371792,0.8955844308999477,156.42466400465216,1.1134431710610022
2023,EUR,1.62894331838462,1.4597195957030198,0.9720298602011281,1.0,0.8700663676192131,151.96762529672458,1.081717615861159
2023,GBP,1.8730554913285582,1.6784720337861812,1.1176974955706622,1.1501233013566081,1.0,174.7413748861835,1.2438229725911067
2023,JPY,0.010744417512402111,0.009628227459026199,0.006411453691881502,0.006597458002567006,0.005738908292076414,1.0,0.007134947891776952
2023,USD,1.5058859119048484,1.3494460793641898,0.8985985306593088,0.9246680007531093,0.8043378002368486,140.48733520507812,1.0
2024,AUD,1.0,0.904037527338154,0.5811218569473512,0.6100867704881471,0.5166221646453543,99.95163499126365,0.660244017268506
2024,CAD,1.1068736943277133,1.0,0.642983093656264,0.6750313628674399,0.5716173186464069,110.59162672056733,0.7305279189142687
2024,CHF,1.7224674200812509,1.5565810976175993,1.0,1.05045366606026,0.8895253479853045,172.09775147440232,1.1368149286028983
2024,EUR,1.6401682321220776,1.4822079287361327,0.9527739699759656,1.0,0.8470239845604809,163.87495141977206,1.0824981128575701
2024,GBP,1.9369395643056169,1.7503979917852788,1.1251684809791036,1.1812503636010834,1.0,193.5264144172207,1.2783648542974186
2024,JPY,0.010019694486675773,0.009054723973314444,0.005820442017502645,0.0061105508781326345,0.0051744213684728375,1.0,0.006612919431565137
2024,USD,1.5151695995038497,1.369247586791086,0.8801622456974454,0.9240322585763603,0.782471557686612,151.385900329356,1.0
2025,AUD,1.0,0.9013471361761592,0.5359419167625552,0.5718641505454265,0.4895227663674347,96.50527304024274,0.6449153774883598
2025,CAD,1.1103618931981412,1.0,0.594797790756691,0.6346649193107791,0.5432809990293279,107.10325392618756,0.715738459257409
2025,CHF,1.8713839495946603,1.685939773835031,1.0,1.0696528317880951,0.9156360173482748,180.50989643523567,1.2062927167862654
2025,EUR,1.7530026831980845,1.57928946001879,0.939047106663186,1.0,0.8577140974154445,169.09107981999944,1.1299842395819724
2025,GBP,2.045687385425626,1.8429706681350373,1.0958322191023393,1.1692818596887409,1.0,197.32285197916258,1.3186485832557082
2025,JPY,0.010376385173137494,0.009348140704003458,0.005558413896253295,0.005930974125632842,0.005076987005505316,1.0,0.006688610246783355
2025,USD,1.551351445261389,1.3976207850500941,0.83102672919631,0.8867274227086455,0.7590496109332889,149.64021080732346,1.0
